Entry,Entry_name,Gene_name,Status,Accession,MCF7_1,MCF7_2,MCF7_3,Doxorubicin_1,Doxorubicin_2,Doxorubicin_3,P-value,P.adjust,log2FC
Q09666,AHNK_HUMAN,AHNAK PM227,reviewed,Q09666,4984.800507,4959.724695,4885.114853,12114.33764,11727.54481,11587.01952,0.000350161,0.002141511,1.256443172
Q15149,PLEC_HUMAN,PLEC PLEC1,reviewed,Q15149-3,18.44385675,20.20028963,17.78025103,20.9684458,19.7606642,18.96094122,0.308643832,0.340135415,0.081171386
Q15149,PLEC_HUMAN,PLEC PLEC1,reviewed,Q15149,3202.244428,3335.804133,3156.994503,6151.740003,5983.79064,6123.508587,2.83E-06,0.000319444,0.913291643
Q15149,PLEC_HUMAN,PLEC PLEC1,reviewed,Q15149-8,13.18007585,13.66558497,13.50839075,10.36080367,10.83964697,9.876970579,0.002227159,0.00628059,-0.376846733
Q15149,PLEC_HUMAN,PLEC PLEC1,reviewed,Q15149-4,12.86596234,12.27708927,12.16203951,32.36789439,32.90083376,31.91327357,1.35E-06,0.000223258,1.381316616
P21333,FLNA_HUMAN,FLNA FLN FLN1,reviewed,P21333-2,3657.096651,4067.2807,3777.62035,3550.463411,3597.421585,3459.932638,0.122895987,0.146827666,-0.116756576
Q14204,DYHC1_HUMAN,DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325,reviewed,Q14204,1904.562208,2152.552876,1995.281314,2720.717552,2785.740388,2780.837617,0.005933318,0.011834786,0.453394896
P78527,PRKDC_HUMAN,PRKDC HYRC HYRC1,reviewed,P78527,3128.557841,3051.247683,3228.971001,4411.320533,4378.456644,4533.279374,5.09E-05,0.000873574,0.501846062
O75369,FLNB_HUMAN,FLNB FLN1L FLN3 TABP TAP,reviewed,O75369,3.341025487,3.432526537,2.860996379,4.382183979,3.990016612,3.891100064,0.020514227,0.030827078,0.348058381
O75369,FLNB_HUMAN,FLNB FLN1L FLN3 TABP TAP,reviewed,O75369-8,1866.684561,1978.908327,1883.780992,3243.082217,3252.63649,3099.913507,6.43E-05,0.000962943,0.744000376
P35579,MYH9_HUMAN,MYH9,reviewed,P35579,2045.95136,2164.755121,2067.684156,4545.344197,4695.042771,4570.877235,3.13E-06,0.000319444,1.137378681
P49327,FAS_HUMAN,FASN FAS,reviewed,P49327,3545.462614,4290.743339,3811.237058,1796.230606,1808.339075,1721.966683,0.009693483,0.016938477,-1.128743656
Q14315,FLNC_HUMAN,FLNC ABPL FLN2,reviewed,Q14315,1592.317517,1582.53668,1578.74268,7415.2227,7548.008523,7428.294771,4.46E-05,0.000822881,2.235861384
Q13813,SPTN1_HUMAN,SPTAN1 NEAS SPTA2,reviewed,Q13813,1525.335191,1545.062781,1517.217234,1753.979556,1716.727561,1719.542207,0.000325157,0.002065428,0.178059455
A0A0D9SF54,A0A0D9SF54_HUMAN,SPTAN1,unreviewed,A0A0D9SF54,13.40852204,13.77656139,13.66546506,11.40585998,12.08920041,11.64487725,0.003221215,0.007914555,-0.217243818
Q14980,NUMA1_HUMAN,NUMA1 NMP22 NUMA,reviewed,Q14980,2170.032541,1963.544545,2097.315103,1116.549703,1098.507177,1057.41568,0.002045113,0.005975415,-0.92905766
Q14980,NUMA1_HUMAN,NUMA1 NMP22 NUMA,reviewed,Q14980-2,36.50062412,32.48512144,35.84940659,17.17610955,16.78495503,14.54970141,0.000518331,0.002620378,-1.111745681
A0A087WVQ6,A0A087WVQ6_HUMAN,CLTC hCG_1818599,unreviewed,A0A087WVQ6,2645.216475,2934.394673,2749.41191,2833.019431,2835.203152,2745.613072,0.776896813,0.795462739,0.014616352
P46013,KI67_HUMAN,MKI67,reviewed,P46013,2254.87809,2066.277741,2172.250769,1085.775039,1082.2141,1088.280147,0.002527019,0.006816358,-0.995755538
P05783,K1C18_HUMAN,KRT18 CYK18 PIG46,reviewed,P05783,15176.8034,18051.49963,14879.97765,7650.793139,7257.16503,7135.089438,0.011797218,0.019750317,-1.12596154
P12270,TPR_HUMAN,TPR,reviewed,P12270,1795.36493,1647.326264,1743.57534,1622.50442,1582.344046,1600.444416,0.090787985,0.111844452,-0.110071986
Q9Y490,TLN1_HUMAN,TLN1 KIAA1027 TLN,reviewed,Q9Y490,937.8477469,980.5257233,943.7725829,1990.479646,2051.772861,1954.4322,9.02E-05,0.001146113,1.067067827
P10809,CH60_HUMAN,HSPD1 HSP60,reviewed,P10809,7039.915098,6592.267867,6807.311734,5525.78333,5251.845617,5364.502479,0.00163636,0.005190171,-0.340528444
P58107,EPIPL_HUMAN,EPPK1 EPIPL,reviewed,P58107,827.8540806,897.0224179,807.8752549,289.461364,282.7015369,272.8800905,0.001758244,0.00542219,-1.583609034
A0A804HIG4,A0A804HIG4_HUMAN,LRPPRC,unreviewed,A0A804HIG4,3035.03451,2820.757397,2966.43812,2461.229429,2356.306449,2397.366722,0.005335745,0.010981609,-0.290163459
P15924,DESP_HUMAN,DSP,reviewed,P15924,1126.93456,1244.435397,1154.908506,1318.63346,1318.529402,1307.267507,0.05746115,0.074554328,0.161670564
Q6P2Q9,PRP8_HUMAN,PRPF8 PRPC8,reviewed,Q6P2Q9,1418.244695,1328.361961,1406.314355,1195.778435,1175.527329,1192.345046,0.016303281,0.025526336,-0.220770453
Q8WXH0,SYNE2_HUMAN,SYNE2 KIAA1011 NUA,reviewed,Q8WXH0,561.1050828,530.1111396,559.602477,335.6778573,329.5888148,325.5278965,0.001028496,0.003950464,-0.73652382
Q01082,SPTB2_HUMAN,SPTBN1 SPTB2,reviewed,Q01082,945.1358148,978.3655543,965.1739578,1278.89888,1262.861644,1271.9179,0.000124895,0.001322436,0.400775137
P11142,HSP7C_HUMAN,HSPA8 HSC70 HSP73 HSPA10,reviewed,P11142,4825.475156,5421.136268,4995.176262,4906.632345,5033.399846,5104.725363,0.752939744,0.772667422,-0.018771266
O43707,ACTN4_HUMAN,ACTN4,reviewed,O43707,2582.641257,2727.671407,2641.961862,2994.047863,3074.439171,2935.310595,0.003875402,0.00884943,0.179166069
Q9NZM1,MYOF_HUMAN,MYOF FER1L3 KIAA1207,reviewed,Q9NZM1-6,1155.623593,1102.112007,1146.011368,1428.377196,1393.905888,1394.420758,0.000345778,0.002129112,0.308991906
Q08211,DHX9_HUMAN,DHX9 DDX9 LKP NDH2,reviewed,Q08211,1965.953948,1855.629007,1930.443282,1268.855441,1228.56461,1246.385576,0.000853785,0.003519992,-0.619564723
P38646,GRP75_HUMAN,HSPA9 GRP75 HSPA9B mt-HSP70,reviewed,P38646,4649.143256,4205.833472,4495.957638,3565.129462,3409.368375,3474.809203,0.01077818,0.018420364,-0.353533441
P46940,IQGA1_HUMAN,IQGAP1 KIAA0051,reviewed,P46940,1151.816157,1192.686833,1164.041255,1594.836073,1630.407554,1590.774933,1.55E-05,0.00052556,0.456968396
Q7Z6Z7,HUWE1_HUMAN,HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272,reviewed,Q7Z6Z7,586.3103121,668.6148758,618.9765666,637.2823909,655.5022926,630.6197014,0.568146563,0.597177636,0.037616796
Q14789,GOGB1_HUMAN,GOLGB1,reviewed,Q14789,556.3838616,517.485636,533.0625282,459.1259355,451.3881963,452.4988403,0.015469303,0.024512554,-0.237509611
P08238,HS90B_HUMAN,HSP90AB1 HSP90B HSPC2 HSPCB,reviewed,P08238,5035.766217,5883.06401,5313.835161,5663.493541,5858.859737,5771.90833,0.289791404,0.321690859,0.09139351
P12814,ACTN1_HUMAN,ACTN1,reviewed,P12814,1094.222335,1143.573315,1123.401082,2663.063142,2739.210562,2672.188099,5.48E-06,0.000363374,1.264391115
A0A2U3TZM0,A0A2U3TZM0_HUMAN,CHD4,unreviewed,A0A2U3TZM0,961.8821895,925.3626991,969.9030165,646.7744515,643.9233011,648.8956498,0.001817399,0.005538285,-0.55882147
Q12906,ILF3_HUMAN,ILF3 DRBF MPHOSPH4 NF90,reviewed,Q12906-7,1720.71062,1620.480293,1688.245914,1524.330035,1471.204058,1490.524393,0.01197499,0.019988387,-0.164948434
Q92616,GCN1_HUMAN,GCN1 GCN1L1 KIAA0219,reviewed,Q92616,777.7386983,886.257705,826.6231959,927.340014,935.713888,889.7374058,0.091354105,0.112470406,0.144390551
O75643,U520_HUMAN,SNRNP200 ASCC3L1 HELIC2 KIAA0788,reviewed,O75643,1439.096756,1376.528309,1442.017907,1249.441756,1235.017071,1244.56935,0.011911476,0.019909983,-0.191255278
H7C144,H7C144_HUMAN,ACTN4,unreviewed,H7C144,5.847587818,5.695929373,5.764066234,3.349950445,3.589792893,3.11799618,0.001462619,0.004849343,-0.783098207
P07900,HS90A_HUMAN,HSP90AA1 HSP90A HSPC1 HSPCA,reviewed,P07900,2239.226353,2519.337693,2367.642797,2527.654618,2644.681386,2675.624432,0.077171586,0.096637899,0.139183409
Q9P2E9,RRBP1_HUMAN,RRBP1 KIAA1398,reviewed,Q9P2E9,1324.933947,1222.911133,1286.202996,1257.363027,1239.929741,1239.981888,0.391718764,0.423797295,-0.036881834
Q02880,TOP2B_HUMAN,TOP2B,reviewed,Q02880-2,1485.959953,1325.639168,1452.398836,550.1420054,543.4610375,536.5824146,0.00292443,0.007460182,-1.387170645
P55072,TERA_HUMAN,VCP,reviewed,P55072,2315.365564,2342.495474,2335.641711,2158.775386,2138.988025,2093.104867,0.003843239,0.00879711,-0.130003269
P06733,ENOA_HUMAN,ENO1 ENO1L1 MBPB1 MPB1,reviewed,P06733,3958.331504,4707.689498,4092.582393,4696.925447,4972.862189,4756.578493,0.125222278,0.149330889,0.177237529
P49792,RBP2_HUMAN,RANBP2 NUP358,reviewed,P49792,819.0620753,821.2590728,834.2441049,1134.132936,1112.194217,1170.573076,0.001608761,0.00513202,0.465513037
P35580,MYH10_HUMAN,MYH10,reviewed,P35580,579.514038,589.2460874,582.5689852,922.3423368,935.3044989,926.6161664,5.50E-07,0.000161727,0.668845274
Q86UP2,KTN1_HUMAN,KTN1 CG1 KIAA0004,reviewed,Q86UP2,953.9658945,942.9924651,967.3561688,1540.214249,1465.090717,1537.021475,0.000948636,0.003749578,0.665241469
A0A0G2JIW1,A0A0G2JIW1_HUMAN,HSPA1B,unreviewed,A0A0G2JIW1,1934.418855,2118.849595,2016.158173,2033.182699,2047.834782,2007.523404,0.916978814,0.925210864,0.004536296
P11021,BIP_HUMAN,HSPA5 GRP78,reviewed,P11021,3299.172241,3062.384038,3246.672715,2816.526135,2720.473371,2824.839166,0.015586678,0.024648868,-0.200450326
P13639,EF2_HUMAN,EEF2 EF2,reviewed,P13639,2037.206948,2446.031314,2241.355051,2699.226578,2813.499416,2772.540962,0.039359244,0.053681136,0.301101163
P52272,HNRPM_HUMAN,HNRNPM HNRPM NAGR1,reviewed,P52272,1825.453197,1763.195971,1844.060826,1849.137383,1807.993844,1873.961181,0.354342004,0.385835754,0.025892409
Q7Z406,MYH14_HUMAN,MYH14 KIAA2034 FP17425,reviewed,Q7Z406-6,465.4146862,526.7044216,484.41998,178.0763131,177.6015664,165.8648907,0.002219461,0.006265716,-1.501362075
P14625,ENPL_HUMAN,HSP90B1 GRP94 TRA1,reviewed,P14625,3407.265362,3203.156339,3345.278919,3760.026053,3548.893696,3663.230536,0.016881072,0.026303539,0.140251535
Q9UQE7,SMC3_HUMAN,SMC3 BAM BMH CSPG6 SMC3L1,reviewed,Q9UQE7,1158.339565,1102.173948,1155.733146,906.6055839,896.1192362,908.9768918,0.004457906,0.00968377,-0.333213653
P04406,G3P_HUMAN,GAPDH GAPD CDABP0047 OK/SW-cl.12,reviewed,P04406,2854.454145,3519.92434,2967.930326,4306.545624,4559.37304,4404.816226,0.015222209,0.024190211,0.506397225
O75533,SF3B1_HUMAN,SF3B1 SAP155,reviewed,O75533,1204.761734,1147.387807,1213.312101,930.8021638,909.5099275,912.61787,0.003039765,0.007648728,-0.373120977
P11388,TOP2A_HUMAN,TOP2A TOP2,reviewed,P11388,1085.849147,973.4593641,1059.194153,477.8952751,477.1002788,483.6731175,0.003544236,0.008387412,-1.116119117
Q14683,SMC1A_HUMAN,SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1,reviewed,Q14683,1238.152951,1170.638657,1228.304283,820.6416881,816.596922,828.2671201,0.002344574,0.006500597,-0.560903357
P14618,KPYM_HUMAN,PKM OIP3 PK2 PK3 PKM2,reviewed,P14618,230.7718962,290.5853085,245.066779,434.9005044,465.3960264,436.8292752,0.002342446,0.006497021,0.802920597
P34932,HSP74_HUMAN,HSPA4 APG2,reviewed,P34932,816.0034347,930.6327887,869.2296028,1145.298369,1194.640303,1181.345369,0.004910906,0.010363014,0.428813062
P20700,LMNB1_HUMAN,LMNB1 LMN2 LMNB,reviewed,P20700,2158.730801,1987.148972,2102.175992,1247.370878,1203.677416,1224.187262,0.002161035,0.006164243,-0.765570611
P05023,AT1A1_HUMAN,ATP1A1,reviewed,P05023,1485.842557,1384.820571,1446.202816,1542.051112,1501.101686,1477.975666,0.134978759,0.159761947,0.066698619
A0A6Q8PFJ0,A0A6Q8PFJ0_HUMAN,LMNA,unreviewed,A0A6Q8PFJ0,2679.826072,2419.972502,2585.83304,2441.408621,2354.855256,2455.653639,0.188277058,0.215734129,-0.083801311
A0A804F6T5,A0A804F6T5_HUMAN,PKM PKM2 hCG_2005199,unreviewed,A0A804F6T5,3157.821163,3771.729842,3269.417636,5364.873509,5620.659411,5196.926528,0.001742869,0.005394141,0.66600762
P27708,PYR1_HUMAN,CAD,reviewed,P27708,503.6159652,544.6800211,521.775617,959.7111141,982.5370079,968.2898765,4.31E-05,0.000807021,0.890455498
P35221,CTNA1_HUMAN,CTNNA1,reviewed,P35221,683.507819,692.9212931,694.1394293,500.8416342,491.7649647,482.8516946,2.29E-05,0.000613548,-0.48886382
Q9NYU2,UGGG1_HUMAN,UGGT1 GT UGCGL1 UGGT UGT1 UGTR,reviewed,Q9NYU2,803.4737959,742.1225606,783.5904445,562.9743993,546.8094741,550.9331554,0.004175629,0.009286495,-0.488020076
P07814,SYEP_HUMAN,EPRS1 EPRS GLNS PARS QARS QPRS PIG32,reviewed,P07814,735.8251687,829.4739089,752.2849733,1092.231307,1098.754643,1099.998924,0.007497055,0.013875815,0.505897734
Q9NR30,DDX21_HUMAN,DDX21,reviewed,Q9NR30,1548.252786,1413.568626,1512.286222,1434.945663,1376.781812,1420.029824,0.172062354,0.19883877,-0.080343076
P68371,TBB4B_HUMAN,TUBB4B TUBB2C,reviewed,P68371,555.4129653,641.1159508,568.050831,795.8167922,832.0926067,773.4279056,0.004527447,0.009788222,0.444513435
P09874,PARP1_HUMAN,PARP1 ADPRT PPOL,reviewed,P09874,1935.507148,1769.748742,1823.688849,1927.55828,1883.883594,1850.412778,0.473562018,0.505571786,0.034270561
P07437,TBB5_HUMAN,TUBB TUBB5 OK/SW-cl.56,reviewed,P07437,2540.673789,3018.958706,2682.32996,3590.707697,3764.724265,3574.673192,0.013366369,0.021826951,0.407247484
P14866,HNRPL_HUMAN,HNRNPL HNRPL P/OKcl.14,reviewed,P14866,1425.19644,1328.782639,1409.677429,1156.489447,1140.451234,1146.336838,0.013476528,0.021965212,-0.274068592
P16615,AT2A2_HUMAN,ATP2A2 ATP2B,reviewed,P16615,1448.561408,1344.967131,1424.184363,1442.764351,1397.60261,1431.191512,0.638238747,0.664903477,0.018301637
P02545,LMNA_HUMAN,LMNA LMN1,reviewed,P02545-2,2.563673878,3.251867245,2.684287779,2.667137579,2.960433459,2.796816993,0.920236549,0.928014882,-0.012861912
Q5T4S7,UBR4_HUMAN,UBR4 KIAA0462 KIAA1307 RBAF600 ZUBR1,reviewed,Q5T4S7,394.7105913,421.4032823,404.8702562,697.1839929,714.3657307,703.7092837,2.30E-05,0.000614475,0.792789879
P08670,VIME_HUMAN,VIM,reviewed,P08670,1807.678814,1796.633425,1797.432195,9420.220935,9183.243202,9935.013058,0.000824595,0.003454744,2.401411065
O15020,SPTN2_HUMAN,SPTBN2 KIAA0302 SCA5,reviewed,O15020,227.123103,222.8096849,226.1898127,129.7889413,128.9636916,121.2238259,8.73E-05,0.001133763,-0.831374832
P04075,ALDOA_HUMAN,ALDOA ALDA,reviewed,P04075-2,1641.817364,2023.52601,1716.589413,1509.779389,1567.328018,1490.552815,0.140998411,0.166201957,-0.236669038
Q16891,MIC60_HUMAN,IMMT HMP MIC60 MINOS2 PIG4 PIG52,reviewed,Q16891-2,1466.783164,1290.578361,1373.045455,1084.742805,1050.061776,1045.765118,0.020057055,0.030272958,-0.376998739
P22314,UBA1_HUMAN,UBA1 A1S9T UBE1,reviewed,P22314,947.2013491,1082.404659,982.6260357,811.1624503,823.2632438,802.0753837,0.039062285,0.053341789,-0.30602205
P31948,STIP1_HUMAN,STIP1,reviewed,P31948,1395.476225,1590.865073,1436.208963,2043.658907,2122.508584,2023.778481,0.003211799,0.007904633,0.485048278
Q16891,MIC60_HUMAN,IMMT HMP MIC60 MINOS2 PIG4 PIG52,reviewed,Q16891-4,9.877124729,9.822703759,9.81153464,8.084760786,8.371091513,7.966949218,0.004080535,0.009140539,-0.27304186
P23246,SFPQ_HUMAN,SFPQ PSF,reviewed,P23246,1431.307375,1310.998023,1407.991685,1056.68657,1043.206035,1058.453117,0.011150669,0.018882936,-0.394045508
A0A0U1RRM4,A0A0U1RRM4_HUMAN,PTBP1,unreviewed,A0A0U1RRM4,829.8180833,807.2734628,842.9308753,774.6271535,777.1244759,785.4337542,0.034995923,0.048489741,-0.085580992
P55265,DSRAD_HUMAN,ADAR ADAR1 DSRAD G1P1 IFI4,reviewed,P55265,1014.412121,941.3200762,1011.934419,607.1071914,595.2915366,589.3638084,0.002618494,0.006962507,-0.727949582
Q04637,IF4G1_HUMAN,EIF4G1 EIF4F EIF4G EIF4GI,reviewed,Q04637,791.1726033,878.1693305,809.4768519,813.6628918,831.8237541,833.3747219,0.999627018,0.999627018,2.48E-05
P06576,ATPB_HUMAN,ATP5F1B ATP5B ATPMB ATPSB,reviewed,P06576,1972.407552,1822.268979,1950.501111,1248.149862,1213.453873,1197.248003,0.002249928,0.006326394,-0.650960546
Q9NU22,MDN1_HUMAN,MDN1 KIAA0301,reviewed,Q9NU22,533.5677987,509.3508062,534.3191227,650.8873572,651.0387289,660.5064195,0.001478262,0.004875427,0.315242911
P18206,VINC_HUMAN,VCL,reviewed,P18206,698.7692934,740.9482753,709.2830758,1543.516114,1633.771266,1576.648734,0.000113824,0.001270076,1.1454566
A0A024R4E5,A0A024R4E5_HUMAN,HDLBP hCG_33048,unreviewed,A0A024R4E5,799.4981976,803.1441076,799.9570267,883.6528134,880.4219121,889.0183055,0.000130477,0.001340196,0.143079186
Q9Y4L1,HYOU1_HUMAN,HYOU1 GRP170 ORP150,reviewed,Q9Y4L1,1348.286224,1235.910859,1291.941818,988.331552,947.088185,953.9476626,0.004397213,0.009615966,-0.423866608
Q00839,HNRPU_HUMAN,HNRNPU C1orf199 HNRPU SAFA U21.1,reviewed,Q00839,2639.689346,2462.729395,2540.570394,1878.283555,1835.765093,1881.950868,0.003261284,0.00796826,-0.449741142
P53621,COPA_HUMAN,COPA,reviewed,P53621,592.1674185,650.2082749,620.4659676,719.0596501,728.0313848,723.6650277,0.023435862,0.034473656,0.220692561
Q92598,HS105_HUMAN,HSPH1 HSP105 HSP110 KIAA0201,reviewed,Q92598,503.3526175,563.1563049,545.0366396,727.1636451,743.1787832,743.5411874,0.004499629,0.00973894,0.458134404
O60313,OPA1_HUMAN,OPA1 KIAA0567,reviewed,O60313-2,807.7761991,732.0753232,789.0403621,439.3211567,430.1182915,425.9575018,0.003496702,0.008327795,-0.846249414
P68104,EF1A1_HUMAN,EEF1A1 EEF1A EF1A LENG7,reviewed,P68104,1322.443249,1719.623531,1397.694903,2853.276213,3029.626335,3113.326291,0.001069775,0.004021851,1.018838122
Q13263,TIF1B_HUMAN,TRIM28 KAP1 RNF96 TIF1B,reviewed,Q13263,1717.76303,1753.334555,1802.632476,960.6632053,957.2923623,963.7308374,0.00089676,0.003618301,-0.871910383
A8MXP9,A8MXP9_HUMAN,MATR3,unreviewed,A8MXP9,1472.929001,1353.305848,1434.385779,1135.152347,1098.35442,1111.0725,0.008386246,0.015094295,-0.34923886
Q13885,TBB2A_HUMAN,TUBB2A TUBB2,reviewed,Q13885,15.61048945,15.44895026,16.04682381,48.43162805,52.76842796,53.55734003,0.001760199,0.005423259,1.716017552
P13667,PDIA4_HUMAN,PDIA4 ERP70 ERP72,reviewed,P13667,2256.42962,2069.377339,2163.723878,1625.517772,1551.725404,1568.57662,0.003514529,0.008346159,-0.451456861
Q9BVA1,TBB2B_HUMAN,TUBB2B,reviewed,Q9BVA1,39.33399141,41.60067312,40.15773055,110.1476529,116.6697966,107.452913,0.000864601,0.00354761,1.464907184
A0A2R8Y793,A0A2R8Y793_HUMAN,ACTB,unreviewed,A0A2R8Y793,2609.258411,2901.669532,2615.416303,2980.914133,2999.728706,2840.397882,0.122789668,0.146723248,0.118342396
A0A590UJG2,A0A590UJG2_HUMAN,MACF1,unreviewed,A0A590UJG2,225.3209164,227.1816398,221.598194,551.5076311,547.3105175,552.2690335,1.46E-08,5.65E-05,1.292380165
Q02218,ODO1_HUMAN,OGDH,reviewed,Q02218,691.6969802,662.3614835,698.7983655,550.638888,532.6886037,525.1507094,0.0007563,0.003267471,-0.35193663
A0A7P0TA35,A0A7P0TA35_HUMAN,P4HB,unreviewed,A0A7P0TA35,3927.154945,3633.695819,3895.386815,1812.377687,1759.743973,1810.384755,0.00156638,0.005040363,-1.089783278
A0A1W2PPS1,A0A1W2PPS1_HUMAN,HNRNPU,unreviewed,A0A1W2PPS1,30.9766684,26.20850149,31.66449816,18.83024776,18.20254133,21.49910948,0.012236859,0.020351028,-0.602143311
P42166,LAP2A_HUMAN,TMPO LAP2,reviewed,P42166,632.2184771,594.4413325,615.7397138,747.2441136,730.0630548,724.7223609,0.001665641,0.005255104,0.257247873
A0A499FI48,A0A499FI48_HUMAN,PDIA4,unreviewed,A0A499FI48,1.68479063,1.587220917,2.027941551,1.266249211,1.25871887,1.318824273,0.065442703,0.08345801,-0.46344919
Q13439,GOGA4_HUMAN,GOLGA4,reviewed,Q13439,398.3879403,399.4144657,404.9459884,347.8851409,342.7931423,336.1666018,0.000409031,0.002334098,-0.228116609
Q7KZF4,SND1_HUMAN,SND1 TDRD11,reviewed,Q7KZF4,1427.741077,1424.436572,1408.878032,820.8949379,801.9750081,789.2708507,3.73E-06,0.000333879,-0.820896784
A0A3B3ITJ4,A0A3B3ITJ4_HUMAN,HNRNPL,unreviewed,A0A3B3ITJ4,43.16363791,39.12305998,41.33017808,32.89683394,31.99040118,30.7735138,0.005655642,0.011418771,-0.36987672
Q13435,SF3B2_HUMAN,SF3B2 SAP145,reviewed,Q13435,895.8993157,854.9494498,866.8678783,625.604047,613.8362539,622.8119206,0.00116175,0.00423174,-0.491260457
Q14690,RRP5_HUMAN,PDCD11 KIAA0185,reviewed,Q14690,748.6625753,683.2869911,722.1547546,635.5320819,602.9416144,609.8681151,0.017414885,0.026988895,-0.220856543
P13010,XRCC5_HUMAN,XRCC5 G22P2,reviewed,P13010,929.1477546,966.1839564,960.9778298,1011.01825,1002.312948,1040.288018,0.015693562,0.024766702,0.096367836
A0A0C4DG89,A0A0C4DG89_HUMAN,DDX46,unreviewed,A0A0C4DG89,3.049122025,3.1615376,3.242462563,3.744250832,3.901417468,3.54149794,0.015550763,0.024611462,0.242981833
P49588,SYAC_HUMAN,AARS1 AARS,reviewed,P49588,883.0111434,1022.188337,896.8157786,648.268305,658.0533369,623.0876231,0.018063755,0.027728508,-0.538305613
P33176,KINH_HUMAN,KIF5B KNS KNS1,reviewed,P33176,483.4746264,548.2519133,510.8309034,729.3883969,761.5707434,750.214893,0.001703325,0.005324176,0.538930468
Q9UQ35,SRRM2_HUMAN,SRRM2 KIAA0324 SRL300 SRM300 HSPC075,reviewed,Q9UQ35,614.5202434,583.0752822,623.0689133,486.0665896,484.2401478,494.4226723,0.00726943,0.013571119,-0.313830879
A6NLN1,A6NLN1_HUMAN,PTBP1 hCG_20560,unreviewed,A6NLN1,22.78750717,21.54233008,24.26517615,19.1412001,19.37266105,22.76961476,0.169701146,0.196459284,-0.162605574
Q15075,EEA1_HUMAN,EEA1 ZFYVE2,reviewed,Q15075,339.0395246,342.2745127,330.3356907,339.7202377,345.7841272,342.3969096,0.268496611,0.299897914,0.022991847
P25705,ATPA_HUMAN,ATP5F1A ATP5A ATP5A1 ATP5AL2 ATPM,reviewed,P25705,3673.509875,3294.745438,3495.562571,1775.19484,1711.090822,1708.471473,0.002879856,0.007380554,-1.01028113
Q15393,SF3B3_HUMAN,SF3B3 KIAA0017 SAP130,reviewed,Q15393,862.1463916,838.4191247,869.4539946,653.1569887,646.6179371,637.7453317,0.000347629,0.002134018,-0.407567918
Q14573,ITPR3_HUMAN,ITPR3,reviewed,Q14573,344.3255155,326.8745985,349.7960759,231.7492512,228.5613497,228.2646064,0.003189468,0.00786715,-0.568291341
Q7L014,DDX46_HUMAN,DDX46 KIAA0801,reviewed,Q7L014,971.8703644,971.5366331,997.0235792,646.9507647,652.6151826,650.5782877,0.000429474,0.002380678,-0.592446598
P78371,TCPB_HUMAN,CCT2 99D8.1 CCTB,reviewed,P78371,905.0022617,1018.670642,931.8096912,1189.661971,1202.974733,1167.594352,0.014541638,0.023362421,0.318236283
H0YFD6,H0YFD6_HUMAN,HADHA,unreviewed,H0YFD6,1324.975194,1196.888452,1300.15456,828.2552118,798.1163627,821.5081457,0.005224522,0.010839438,-0.64280198
Q9Y5B9,SP16H_HUMAN,SUPT16H FACT140 FACTP140,reviewed,Q9Y5B9,746.9904761,748.8250204,774.7073312,975.8004933,979.2160676,1012.456278,0.000145772,0.00140256,0.386210284
P17844,DDX5_HUMAN,DDX5 G17P1 HELR HLR1,reviewed,P17844,2241.967708,2152.279307,2280.253383,1362.9618,1352.462874,1377.995143,0.001388578,0.004718852,-0.705353216
P51659,DHB4_HUMAN,HSD17B4 EDH17B4 SDR8C1,reviewed,P51659,1115.553498,1002.186772,1085.770565,538.656003,526.5569319,517.3827207,0.003077384,0.00769594,-1.017361168
Q14152,EIF3A_HUMAN,EIF3A EIF3S10 KIAA0139,reviewed,Q14152,596.1049424,614.5332265,600.0883807,685.0280004,697.2508202,708.7003514,0.000551073,0.002728973,0.20761
A2A274,A2A274_HUMAN,ACO2,unreviewed,A2A274,954.9843838,889.4089192,953.6346057,613.2140389,591.7414606,594.6902668,0.002155667,0.006164159,-0.636697391
A0A804HK65,A0A804HK65_HUMAN,HSD17B4,unreviewed,A0A804HK65,8.430298877,7.763187837,8.535305864,5.725369851,6.009466061,5.204239749,0.001543112,0.005000766,-0.545836648
Q14697,GANAB_HUMAN,GANAB G2AN KIAA0088,reviewed,Q14697,70.61842759,64.59085837,63.19716609,55.9874493,53.01589454,54.34181309,0.024507544,0.035771882,-0.280535262
F5H2F4,F5H2F4_HUMAN,MTHFD1,unreviewed,F5H2F4,1093.571898,1267.897877,1149.363222,1205.514129,1235.337861,1180.239717,0.555045115,0.584357164,0.044611343
A0A7I2YQ88,A0A7I2YQ88_HUMAN,PABPC1 hCG_15683,unreviewed,A0A7I2YQ88,1401.365061,1474.79664,1401.158952,1737.354826,1737.071757,1710.02905,0.002919095,0.007451476,0.27748515
O60841,IF2P_HUMAN,EIF5B IF2 KIAA0741,reviewed,O60841,506.8300762,523.6512795,498.943744,893.500706,909.3846666,904.8441967,6.97E-06,0.000394781,0.824094203
A0A7I2V3F3,A0A7I2V3F3_HUMAN,NCL,unreviewed,A0A7I2V3F3,4793.933718,4830.499104,4779.706771,3969.280948,3916.992587,3976.312029,5.91E-06,0.00037203,-0.280064993
