Entry,Entry_name,Gene_name,Status,Accession,MCF7_1,MCF7_2,MCF7_3,Doxorubicin_1,Doxorubicin_2,Doxorubicin_3,P-value,P.adjust,log2FC
Q9UHG3,PCYOX_HUMAN,PCYOX1 KIAA0908 PCL1 UNQ597/PRO1183,reviewed,Q9UHG3,304.0460107,288.6935477,307.8880887,177.1787187,172.5728012,167.8090196,0.000417494,0.002346402,-0.79920314
Q6ZRS2,SRCAP_HUMAN,SRCAP KIAA0309,reviewed,Q6ZRS2,90.54718456,84.95632221,89.84931079,72.40701502,69.25092384,68.36284787,0.001636135,0.005190171,-0.337379742
P53701,CCHL_HUMAN,HCCS CCHL,reviewed,P53701,117.3927844,108.2149156,112.6026467,115.9820164,112.8355923,111.4747586,0.830353061,0.845507877,0.008853996
P16989,YBOX3_HUMAN,YBX3 CSDA DBPA,reviewed,P16989-2,11.52066813,11.96480679,11.90959865,10.49864852,11.10238926,12.44924637,0.521465316,0.552076932,-0.055881737
Q4G0J3,LARP7_HUMAN,LARP7 HDCMA18P,reviewed,Q4G0J3,79.88001676,78.60485769,82.35462223,102.4155185,101.0549613,104.4798738,0.000120563,0.001305815,0.354625777
P15880,RS2_HUMAN,RPS2 RPS4,reviewed,P15880,900.0716315,945.1603766,874.3204934,955.2455821,948.2766356,935.5921299,0.187617998,0.215042503,0.062071678
O00186,STXB3_HUMAN,STXBP3,reviewed,O00186,166.6419749,162.2862415,168.035854,142.3584683,137.8541574,139.2866024,0.000418589,0.002346402,-0.244473395
Q96P70,IPO9_HUMAN,IPO9 IMP9 KIAA1192 RANBP9 HSPC273,reviewed,Q96P70,72.60781314,81.38442993,74.15029438,84.63673841,86.99824888,86.68427301,0.056570388,0.073558578,0.179219751
A0A804HJG7,A0A804HJG7_HUMAN,CLASP2,unreviewed,A0A804HJG7,72.68713473,76.6459948,73.32565425,82.86398951,84.19057257,84.92489321,0.006213206,0.012172065,0.178471584
A0A7I2V2Y9,A0A7I2V2Y9_HUMAN,ACBD5,unreviewed,A0A7I2V2Y9,169.1802659,160.2396298,167.1691404,62.36357507,62.63959463,60.85919253,0.000435405,0.002403909,-1.41781776
Q05655,KPCD_HUMAN,PRKCD PKCD,reviewed,Q05655,85.38810816,92.51046144,88.79747388,78.8344319,77.8389305,76.65381857,0.024437144,0.035702723,-0.192842041
P40925,MDHC_HUMAN,MDH1 MDHA,reviewed,P40925,428.3397737,485.955428,451.3390082,498.1328226,522.7227276,504.4815496,0.068999356,0.087561775,0.15955701
Q96EY1,DNJA3_HUMAN,DNAJA3 HCA57 TID1,reviewed,Q96EY1-2,4.146932869,3.930630012,4.067102695,3.785924857,3.397318892,3.618239869,0.037471064,0.051540991,-0.169093279
Q13185,CBX3_HUMAN,CBX3,reviewed,Q13185,683.250817,628.9214486,674.6678245,238.9460347,243.7087482,248.3169884,0.001279361,0.004463225,-1.442588165
A0A2U3TZN6,A0A2U3TZN6_HUMAN,CASK,unreviewed,A0A2U3TZN6,92.76501629,90.87420443,93.63031385,55.48094961,55.70442028,55.81696352,0.000413099,0.002336591,-0.731420846
Q9BW19,KIFC1_HUMAN,KIFC1 HSET KNSL2,reviewed,Q9BW19,107.134916,107.9129565,108.313957,167.1801585,166.496122,169.8526287,7.32E-05,0.001039413,0.638925221
Q9UJC3,HOOK1_HUMAN,HOOK1,reviewed,Q9UJC3,68.0388894,73.94126713,69.27538095,60.34398772,57.51306487,54.69425751,0.006181098,0.012143969,-0.291963731
Q9ULA0,DNPEP_HUMAN,DNPEP ASPEP DAP,reviewed,Q9ULA0,109.1433388,122.2469808,115.0485181,62.72581852,64.12744922,61.26848282,0.003711174,0.008616813,-0.880934011
P62805,H4_HUMAN,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4-16 HIST4H4,reviewed,P62805,3643.250274,3511.077197,3726.035463,1977.458116,1931.229143,2062.072704,9.99E-05,0.00119218,-0.865740205
Q01970,PLCB3_HUMAN,PLCB3,reviewed,Q01970,105.481854,105.6469728,108.6842036,148.1607748,147.0684683,142.2937491,0.000216769,0.001664688,0.452130113
Q96A49,SYAP1_HUMAN,SYAP1 PRO3113,reviewed,Q96A49,82.03439122,93.08082863,85.83550116,70.04441839,71.67976244,69.94032087,0.033511844,0.046758609,-0.301998053
Q96T51,RUFY1_HUMAN,RUFY1 RABIP4 ZFYVE12,reviewed,Q96T51,74.92717651,78.58421092,75.01981289,88.96442559,89.42097719,89.3901366,0.007651982,0.014095985,0.228633037
P12236,ADT3_HUMAN,SLC25A6 AAC3 ANT3 CDABP0051,reviewed,P12236,393.0384921,358.9261376,388.7757491,319.2518802,309.8464814,313.5561555,0.020102193,0.030323381,-0.275169461
Q5TH69,BIG3_HUMAN,ARFGEF3 BIG3 C6orf92 KIAA1244,reviewed,Q5TH69,27.58170423,32.3509174,29.94509543,15.22384178,14.90604215,15.41660098,0.007997934,0.014545962,-0.980623763
A0A2R8Y4Y7,A0A2R8Y4Y7_HUMAN,SPG7,unreviewed,A0A2R8Y4Y7,141.1607065,128.4203669,135.7711076,154.742065,145.8586318,145.6277596,0.048023261,0.063748783,0.138606613
P62714,PP2AB_HUMAN,PPP2CB,reviewed,P62714,149.6036968,159.2589079,153.4952606,185.5840489,189.2477711,182.0915454,0.001211724,0.004320424,0.26846889
Q16630,CPSF6_HUMAN,CPSF6 CFIM68,reviewed,Q16630,296.6627569,280.5329094,289.3869788,218.3462437,219.3164874,216.8329012,0.003637688,0.008497069,-0.40495378
Q9Y6Q5,AP1M2_HUMAN,AP1M2,reviewed,Q9Y6Q5,116.9676207,129.9559709,126.1475011,60.32475356,60.12826718,63.0335472,0.002396543,0.006581159,-1.023776122
Q6P4Q7,CNNM4_HUMAN,CNNM4 ACDP4 KIAA1592,reviewed,Q6P4Q7,116.2188248,110.4886418,117.5420728,60.70943686,58.21880288,55.95623591,8.96E-05,0.001143337,-0.977052496
Q9Y6G9,DC1L1_HUMAN,DYNC1LI1 DNCLI1,reviewed,Q9Y6G9,159.1095965,176.2873366,161.0740961,230.8260113,233.7459272,233.0993479,0.005473601,0.011152857,0.490837925
O14686,KMT2D_HUMAN,KMT2D ALR MLL2 MLL4,reviewed,O14686,37.51276764,37.42228179,37.52393094,49.04712134,49.98824793,49.48149088,0.000435524,0.002403909,0.401227848
Q13308,PTK7_HUMAN,PTK7 CCK4,reviewed,Q13308,57.98091144,55.43659399,57.99968934,74.35607709,74.86322133,76.43496196,0.000122943,0.001320985,0.396602184
Q9Y5L0,TNPO3_HUMAN,TNPO3 IPO12,reviewed,Q9Y5L0,116.8311875,130.7353867,126.7477494,185.5648148,189.3669216,182.2961905,0.001066452,0.004019781,0.574017308
Q14318,FKBP8_HUMAN,FKBP8 FKBP38,reviewed,Q14318,292.5094783,292.4280333,287.6507467,227.1106117,225.4726003,216.9608044,0.000325937,0.002065428,-0.382122158
Q9NQR4,NIT2_HUMAN,NIT2 CUA002,reviewed,Q9NQR4,179.4032328,175.9053712,177.5108008,99.25149829,101.2902073,97.25760554,1.12E-06,0.000223258,-0.839306208
Q96EE3,SEH1_HUMAN,SEH1L SEC13L SEH1,reviewed,Q96EE3,95.68722377,92.00977712,96.65679923,102.7777619,99.35935701,100.185168,0.03080707,0.043540883,0.088400253
Q70UQ0,IKIP_HUMAN,IKBIP IKIP,reviewed,Q70UQ0-4,181.6020273,171.370823,182.697058,523.8424901,509.8025283,540.1125433,0.000114165,0.001272049,1.554797151
E7EVJ4,E7EVJ4_HUMAN,STAU2,unreviewed,E7EVJ4,69.43177657,71.21331183,66.58828827,72.3044328,71.79280273,70.27855382,0.212523616,0.241341432,0.048885604
Q5T8P6,RBM26_HUMAN,RBM26 C13orf10 PRO1777,reviewed,Q5T8P6-2,0.396607964,0.369061124,0.274880044,0.740515361,0.80350258,0.619620025,0.00665374,0.012779905,1.056114031
Q16576,RBBP7_HUMAN,RBBP7 RBAP46,reviewed,Q16576,40.70149567,40.42122603,39.92772888,28.30307414,28.58086172,26.96768255,0.000299587,0.001980649,-0.529697915
Q96HP0,DOCK6_HUMAN,DOCK6 KIAA1395,reviewed,Q96HP0,52.73934059,52.6983153,53.04343384,30.9798288,30.30396231,28.78106592,0.000604978,0.002908619,-0.815274519
P35249,RFC4_HUMAN,RFC4,reviewed,P35249,182.5158121,182.6594479,185.6393964,231.101701,230.470814,231.2348033,0.000249719,0.001798587,0.330887222
P21399,ACOHC_HUMAN,ACO1 IREB1,reviewed,P21399,97.08011093,103.4197018,99.80670015,144.5703973,147.5603464,147.3871394,0.00018192,0.001543601,0.549486103
Q96KG9,SCYL1_HUMAN,SCYL1 CVAK90 GKLP NTKL TAPK TEIF TRAP HT019,reviewed,Q96KG9,81.78690785,91.36456536,87.05002217,91.47127846,94.56278267,93.19312556,0.139037203,0.164189661,0.101810162
O96013,PAK4_HUMAN,PAK4 KIAA1142,reviewed,O96013,93.2536373,98.04379745,91.72017803,93.163885,92.71136608,93.07659152,0.5507803,0.580182183,-0.020875757
Q9BYG3,MK67I_HUMAN,NIFK MKI67IP NOPP34,reviewed,Q9BYG3,176.9791649,164.20123,176.2990847,187.1708676,180.6444887,182.9499181,0.099230176,0.121185829,0.089935946
Q14562,DHX8_HUMAN,DHX8 DDX8,reviewed,Q14562,108.2834927,105.2469415,110.9140979,97.4787494,98.525303,97.50772739,0.020572197,0.03089415,-0.144553446
Q8WWY3,PRP31_HUMAN,PRPF31 PRP31,reviewed,Q8WWY3,178.4957937,171.5256738,184.9634159,169.6004576,168.7294314,174.4628291,0.187835114,0.21525954,-0.061122352
P47985,UCRI_HUMAN,UQCRFS1,reviewed,P47985,322.4708303,298.8362765,319.6686621,235.6281412,229.3831832,225.5814811,0.003421275,0.008201542,-0.446322268
Q5T8P6,RBM26_HUMAN,RBM26 C13orf10 PRO1777,reviewed,Q5T8P6,95.51906199,92.86661833,96.65960413,145.9584629,147.1326263,155.6752678,0.001174568,0.004252463,0.65477339
Q8IWI9,MGAP_HUMAN,MGA KIAA0518 MAD5,reviewed,Q8IWI9,41.62797188,40.08571592,41.1170058,16.57985043,16.4549996,15.11531785,2.85E-06,0.000319444,-1.351058381
Q15717,ELAV1_HUMAN,ELAVL1 HUR,reviewed,Q15717,478.0617209,432.7177156,469.068771,497.5173293,487.2769598,512.1131082,0.08767555,0.108268136,0.117475405
O75822,EIF3J_HUMAN,EIF3J EIF3S1 PRO0391,reviewed,O75822,246.1126923,266.369221,247.3892349,381.5321072,402.2645538,403.7591881,0.000132207,0.001346882,0.644168657
Q8IXT5,RB12B_HUMAN,RBM12B,reviewed,Q8IXT5,211.0335111,193.5506223,209.3884713,176.5439913,169.0532766,167.6129013,0.01324448,0.021673547,-0.258624527
O43399,TPD54_HUMAN,TPD52L2,reviewed,O43399-7,406.4343227,441.3712957,396.6126353,505.8008431,510.7985049,500.5165499,0.01786582,0.027532747,0.28585984
Q8WXA9,SREK1_HUMAN,SREK1 SFRS12 SRRP86,reviewed,Q8WXA9-2,183.0425074,171.9721603,182.2566889,137.8769078,132.9048259,135.7593159,0.002618908,0.006962507,-0.402249894
Q9NTZ6,RBM12_HUMAN,RBM12 KIAA0765 HRIHFB2091,reviewed,Q9NTZ6,145.6630001,153.7513804,150.421092,201.0579349,204.7495661,201.4958844,0.000315997,0.002035347,0.43301998
Q13148,TADBP_HUMAN,TARDBP TDP43,reviewed,Q13148,239.646396,223.2535906,245.0443398,192.8096837,188.3526142,196.0642611,0.014261308,0.02301695,-0.294498228
Q92879,CELF1_HUMAN,CELF1 BRUNOL2 CUGBP CUGBP1 NAB50,reviewed,Q92879,252.2680479,243.9055285,254.9344116,213.7524839,213.8050096,212.8281093,0.007576537,0.013995428,-0.230079468
Q92805,GOGA1_HUMAN,GOLGA1,reviewed,Q92805,81.19358234,78.72099581,77.52458717,54.85583924,54.16462826,52.24704264,8.85E-05,0.001135036,-0.558102111
Q08257,QOR_HUMAN,CRYZ,reviewed,Q08257,188.0143849,189.7025794,200.642798,264.8865122,255.4893792,265.6407684,0.000216863,0.001664688,0.442592707
Q9NUQ9,CYRIB_HUMAN,CYRIB CYRI FAM49B BM-009,reviewed,Q9NUQ9,99.42803008,99.65940768,97.49546386,218.2917469,230.1652998,222.1934671,0.000522826,0.00263499,1.177125725
P51398,RT29_HUMAN,DAP3 MRPS29,reviewed,P51398,167.7239214,153.0261624,161.9520293,124.435432,119.0314221,120.9026468,0.005995638,0.011909881,-0.405730938
P82650,RT22_HUMAN,MRPS22 C3orf5 RPMS22 GK002,reviewed,P82650,254.9300805,232.3459147,245.1958044,217.6730479,212.552401,218.6462845,0.041996183,0.056808023,-0.174839896
P54760,EPHB4_HUMAN,EPHB4 HTK MYK1 TYRO11,reviewed,P54760,75.12389406,68.78473478,72.45613574,26.62329038,25.62653855,25.06334577,0.000898954,0.003623869,-1.484679387
Q14257,RCN2_HUMAN,RCN2 ERC55,reviewed,Q14257,221.2342679,206.4574382,201.7226839,150.5009316,143.6069915,145.9574657,0.004494454,0.009733172,-0.516292255
P16422,EPCAM_HUMAN,EPCAM GA733-2 M1S2 M4S1 MIC18 TACSTD1 TROP1,reviewed,P16422,422.8031265,392.373915,399.4820463,115.5332192,115.5393937,114.1550415,0.000978765,0.003831563,-1.814931516
O95758,PTBP3_HUMAN,PTBP3 ROD1,reviewed,O95758-1,27.32787513,26.52078398,27.40105257,26.773958,26.39337941,27.01600154,0.358214085,0.38966899,-0.019060199
Q6UN15,FIP1_HUMAN,FIP1L1 FIP1 RHE,reviewed,Q6UN15,104.8060341,98.16509726,103.537215,106.6117722,104.6142028,110.0791924,0.133272771,0.158008002,0.068017823
O75376,NCOR1_HUMAN,NCOR1 KIAA1047,reviewed,O75376,22.99691617,21.54491092,23.13480209,24.98518064,25.41267854,25.62327763,0.021386144,0.031888012,0.167742886
A0A5H1ZRP4,A0A5H1ZRP4_HUMAN,NELFB,unreviewed,A0A5H1ZRP4,139.2950626,145.4875082,140.6432161,147.6542751,151.3028964,149.1465192,0.03641549,0.050195898,0.074925125
Q96I25,SPF45_HUMAN,RBM17 SPF45,reviewed,Q96I25,205.2239976,190.417474,197.7481428,155.6076024,152.5310638,159.0575973,0.004049202,0.009091362,-0.344950941
Q9UBS4,DJB11_HUMAN,DNAJB11 EDJ ERJ3 HDJ9 PSEC0121 UNQ537/PRO1080,reviewed,Q9UBS4,212.7436846,198.2322788,211.1247034,181.0063176,173.895678,183.7514449,0.01063475,0.018242089,-0.207790684
Q9BW27,NUP85_HUMAN,NUP85 NUP75 PCNT1,reviewed,Q9BW27,180.700934,173.9258615,182.3857143,209.1971925,203.6466595,202.527637,0.001694148,0.005306187,0.196501907
Q92917,GPKOW_HUMAN,GPKOW GPATC5 GPATCH5 T54,reviewed,Q92917,116.1046017,118.7086395,119.7916013,147.0740444,151.7550575,150.4681857,8.69E-05,0.001131005,0.341458114
Q9HCU4,CELR2_HUMAN,CELSR2 CDHF10 EGFL2 KIAA0279 MEGF3,reviewed,Q9HCU4,74.97794233,72.85989223,75.1768872,40.40777546,41.38191042,40.75564924,9.88E-05,0.001190112,-0.863823382
Q5T4U5,Q5T4U5_HUMAN,ACADM hCG_22915,unreviewed,Q5T4U5,298.7409826,262.944437,278.8293412,301.684676,287.6783646,290.2692433,0.338219986,0.369890846,0.065627399
Q53Z42,Q53Z42_HUMAN,HLA-A HLA,unreviewed,Q53Z42,176.8712875,165.6129533,172.4703984,89.41322278,88.93215433,86.66721925,0.000843219,0.003498751,-0.958384421
P62979,RS27A_HUMAN,RPS27A UBA80 UBCEP1,reviewed,P62979,1808.519623,1856.958144,1862.368398,1322.669429,1362.434861,1429.031369,0.000758275,0.003274179,-0.426128102
O94762,RECQ5_HUMAN,RECQL5 RECQ5,reviewed,O94762,106.5130347,107.3683977,111.4301992,80.59435802,79.97142024,76.78456408,0.000157651,0.001458932,-0.454804277
Q8IU81,I2BP1_HUMAN,IRF2BP1,reviewed,Q8IU81,85.97508795,92.86403748,95.15337368,59.06812143,59.69443689,61.21163694,0.005580027,0.011319149,-0.606346331
Q14746,COG2_HUMAN,COG2 LDLC,reviewed,Q14746,44.91188581,44.04473525,46.53045973,44.73225694,44.00322302,43.73153074,0.301361834,0.332923449,-0.032522173
Q6ZNB6,NFXL1_HUMAN,NFXL1 OZFP,reviewed,Q6ZNB6,76.67859728,72.95796441,75.99311264,115.3601117,113.0830589,111.4832855,1.87E-05,0.000560926,0.591265829
Q16762,THTR_HUMAN,TST,reviewed,Q16762,291.7543367,266.3588976,293.6784734,111.7440886,108.2070508,104.7726301,0.001633644,0.005185799,-1.391287693
P00918,CAH2_HUMAN,CA2,reviewed,P00918,40.52698817,45.4254884,43.74239071,55.80793042,55.58832485,53.61987049,0.005855691,0.01172129,0.347485629
Q14677,EPN4_HUMAN,CLINT1 ENTH EPN4 EPNR KIAA0171,reviewed,Q14677,181.608373,193.4267416,185.4374437,210.4217676,215.2562025,208.266228,0.007147133,0.013391161,0.177712117
Q9UMS6,SYNP2_HUMAN,SYNPO2,reviewed,Q9UMS6-2,70.59621755,74.43420891,70.80405058,30.30663302,29.82124973,29.11929887,0.000401592,0.00230984,-1.274046822
Q16555,DPYL2_HUMAN,DPYSL2 CRMP2 ULIP2,reviewed,Q16555,48.95411418,52.27505639,50.8191494,76.04547794,77.12708221,70.289923,0.002724361,0.007104043,0.555502764
A0A6Q8PFJ4,A0A6Q8PFJ4_HUMAN,MFN2,unreviewed,A0A6Q8PFJ4,81.8440194,79.91592798,80.05460554,68.486451,67.80278611,68.22073319,0.001101875,0.004092454,-0.241729892
Q8IYB8,SUV3_HUMAN,SUPV3L1 SUV3,reviewed,Q8IYB8,142.4361977,134.0904878,143.2601863,166.2473015,159.3501428,161.4593354,0.004755945,0.010124171,0.214432918
Q9Y3L5,RAP2C_HUMAN,RAP2C,reviewed,Q9Y3L5,187.1101187,171.7682734,178.4841006,73.69890978,74.97320647,71.6854892,0.001166053,0.004237461,-1.286048936
O43847,NRDC_HUMAN,NRDC NRD1,reviewed,O43847,77.95408849,89.35408553,85.98135588,113.9592233,116.4406609,114.024296,0.009072026,0.016044142,0.443398988
Q9P2D1,CHD7_HUMAN,CHD7 KIAA1416,reviewed,Q9P2D1,60.90629178,56.05857812,60.81861224,53.64729253,50.57789051,51.12433663,0.023847584,0.03497315,-0.194603509
P49959,MRE11_HUMAN,MRE11 HNGS1 MRE11A,reviewed,P49959,99.81829232,104.6998019,103.0631872,123.1820055,120.5345524,118.1740448,0.000886228,0.00359259,0.234585938
P13861,KAP2_HUMAN,PRKAR2A PKR2 PRKAR2,reviewed,P13861,157.6659435,158.2394733,155.9663761,151.754358,149.1154141,149.1493615,0.00338761,0.008146021,-0.068408592
Q96N67,DOCK7_HUMAN,DOCK7 KIAA1771,reviewed,Q96N67,66.82050973,68.43373959,65.39340155,75.21520314,75.65755848,75.07634557,0.008620148,0.015406602,0.171333591
Q6NXG1,ESRP1_HUMAN,ESRP1 RBM35A,reviewed,Q6NXG1-2,173.6064108,182.4297525,185.3112233,61.86669247,62.97871549,60.52095958,0.000578461,0.002823136,-1.546175171
Q86XL3,ANKL2_HUMAN,ANKLE2 KIAA0692 LEM4,reviewed,Q86XL3,78.75682301,76.99440915,77.61434392,87.23655641,82.95018455,83.69418004,0.023563694,0.034628852,0.121560218
Q16576,RBBP7_HUMAN,RBBP7 RBAP46,reviewed,Q16576-2,371.0886209,371.2058078,375.1495526,245.3766573,247.7537574,255.4625147,8.81E-05,0.001135036,-0.577949183
Q7Z4V5,HDGR2_HUMAN,HDGFL2 HDGF2 HDGFRP2 HRP2 UNQ785/PRO1604,reviewed,Q7Z4V5,130.2777839,130.3972957,132.3182776,157.9445535,161.8156431,157.3579057,0.000493584,0.002550129,0.279841497
Q15785,TOM34_HUMAN,TOMM34 URCC3,reviewed,Q15785,112.9951953,126.7195887,119.3652568,216.3715361,221.6475614,222.4435889,0.000242316,0.001776304,0.879171593
Q9UKD2,MRT4_HUMAN,MRTO4 C1orf33 MRT4,reviewed,Q9UKD2,343.6116212,338.354206,350.4944956,345.96493,335.8090857,345.5774362,0.742598404,0.762761672,-0.007156535
P35232,PHB_HUMAN,PHB PHB1,reviewed,P35232,784.5857382,696.7899827,751.5304557,765.1992068,735.5317606,762.0160964,0.743624444,0.763714417,0.019152693
Q16401,PSMD5_HUMAN,PSMD5 KIAA0072,reviewed,Q16401,100.4941123,113.5521072,105.884915,127.93605,129.336419,128.9747608,0.026916199,0.038824421,0.271763189
Q16134,ETFD_HUMAN,ETFDH,reviewed,Q16134,162.6758953,141.6833397,147.1281412,132.8439679,127.0756133,125.6009582,0.059922949,0.077257268,-0.227877925
P63092,GNAS2_HUMAN,GNAS GNAS1 GSP,reviewed,P63092-2,22.08313142,20.50482958,21.03954298,15.326424,15.33987244,13.64300972,0.001071936,0.004027549,-0.522040792
A0A7P0T9J6,A0A7P0T9J6_HUMAN,SMPD4,unreviewed,A0A7P0T9J6,4.765641292,4.338403841,4.527106035,5.334275158,4.640762047,4.485139445,0.412470449,0.444697391,0.085177772
Q9HCU5,PREB_HUMAN,PREB SEC12,reviewed,Q9HCU5,130.1540422,125.2433442,130.0575295,116.5333958,113.7460249,109.6954827,0.004624031,0.009927929,-0.181133876
Q8IY18,SMC5_HUMAN,SMC5 KIAA0594 SMC5L1,reviewed,Q8IY18,85.15014339,85.98866102,88.9405237,79.56853587,78.63021251,79.63254236,0.017261587,0.02679952,-0.129013195
Q9NYH9,UTP6_HUMAN,UTP6 C17orf40 HCA66 MHAT,reviewed,Q9NYH9,145.3171579,127.2564049,139.5661351,132.2637372,125.615255,130.7028754,0.276020513,0.307460367,-0.084914851
P00966,ASSY_HUMAN,ASS1 ASS,reviewed,P00966,362.8772496,438.7698019,394.1331051,117.6714172,119.0466978,114.93383,0.005949735,0.011846006,-1.765732073
Q9Y232,CDYL_HUMAN,CDYL CDYL1,reviewed,Q9Y232,127.5935412,121.5837031,130.6437533,92.71508781,90.92716263,89.6629968,0.002776641,0.007192001,-0.474806505
Q9H223,EHD4_HUMAN,EHD4 HCA10 HCA11 PAST4 FKSG7,reviewed,Q9H223,82.28187459,87.23779098,82.66877086,91.71491122,93.74400438,88.80178181,0.026882425,0.03879293,0.121045768
P67870,CSK2B_HUMAN,CSNK2B CK2N G5A,reviewed,P67870,128.8658596,128.4461753,128.3970296,164.7502423,165.2404582,161.0216222,0.001277674,0.004461216,0.348246181
Q9HCD5,NCOA5_HUMAN,NCOA5 KIAA1637,reviewed,Q9HCD5,117.1103995,104.8288443,117.4410965,92.5003063,92.32030779,95.68865942,0.034786735,0.048285507,-0.274854528
Q96L73,NSD1_HUMAN,NSD1 ARA267 KMT3B,reviewed,Q96L73,24.80227562,23.13987438,24.81213134,17.90059644,16.51610245,15.61556154,0.001082849,0.004046984,-0.540173514
Q9UIQ6,LCAP_HUMAN,LNPEP OTASE,reviewed,Q9UIQ6,88.82749242,87.55523516,92.36530466,100.690855,96.04758212,93.65641943,0.052179807,0.068512812,0.111761709
Q92552,RT27_HUMAN,MRPS27 KIAA0264,reviewed,Q92552,218.9656704,202.8726417,213.9071626,168.3502369,163.2668359,164.8700879,0.006166006,0.012124082,-0.356692878
P21127,CD11B_HUMAN,CDK11B CDC2L1 CDK11 PITSLREA PK58,reviewed,P21127,224.6165406,215.8001044,236.5679369,168.5874583,170.0400877,177.3022805,0.00515361,0.010723436,-0.391948125
P20340,RAB6A_HUMAN,RAB6A RAB6,reviewed,P20340-2,51.83507443,49.29159724,49.67755575,37.36557166,35.91320465,35.17622673,0.000203266,0.001616744,-0.475580265
O15143,ARC1B_HUMAN,ARPC1B ARC41,reviewed,O15143,132.6193574,147.1908673,140.7666316,122.1529777,125.0775498,117.7278047,0.030140823,0.042755091,-0.204637704
A0A3B3ITE7,A0A3B3ITE7_HUMAN,KDM5B,unreviewed,A0A3B3ITE7,70.49151304,68.70730937,69.77745776,40.51997476,40.04070269,38.66940568,2.60E-06,0.000309653,-0.809590908
Q16222,UAP1_HUMAN,UAP1 SPAG2,reviewed,Q16222,136.9407977,138.3901789,136.2984285,636.9265589,667.2584825,643.07179,0.000309317,0.002010693,2.242025228
Q9Y394,DHRS7_HUMAN,DHRS7 DHRS7A RETSDR4 SDR34C1 CGI-86 UNQ285/PRO3448,reviewed,Q9Y394,137.7213222,131.083801,132.9802336,124.1757707,116.4987086,117.6539051,0.010328756,0.017839533,-0.165142657
Q13451,FKBP5_HUMAN,FKBP5 AIG6 FKBP51,reviewed,Q13451,116.8502247,125.1581762,118.3050052,97.09727179,97.60876013,95.48685657,0.008603994,0.015388371,-0.312240166
J3KNI1,J3KNI1_HUMAN,COG4,unreviewed,J3KNI1,81.97410681,85.16795167,80.96058772,66.0565348,64.16716608,60.01218901,0.001445898,0.004810355,-0.383147672
P08754,GNAI3_HUMAN,GNAI3,reviewed,P08754,159.3380427,152.0918957,152.0872016,115.9114911,115.5393937,109.4027265,0.000242694,0.001777236,-0.44347042
Q8WUA4,TF3C2_HUMAN,GTF3C2 KIAA0011,reviewed,Q8WUA4,68.78451237,65.3444657,70.0551427,43.93724478,44.47371502,45.98546964,0.00102121,0.003934728,-0.603375863
P51003,PAPOA_HUMAN,PAPOLA PAP,reviewed,P51003,63.89830226,73.68060158,67.46341657,71.47095231,73.53728932,73.09242458,0.264736545,0.295868556,0.089072466
Q9UHB7,AFF4_HUMAN,AFF4 AF5Q31 MCEF HSPC092,reviewed,Q9UHB7,36.75762608,33.81167681,35.73440575,32.01206233,32.28063976,32.33677533,0.062979521,0.080728295,-0.137656665
P00387,NB5R3_HUMAN,CYB5R3 DIA1,reviewed,P00387,154.1599291,141.4484826,146.7522848,181.3942066,172.3925477,175.9578756,0.004226502,0.009359373,0.260073849
J3KP36,J3KP36_HUMAN,WASHC2C,unreviewed,J3KP36,1.151749527,1.36010638,1.16403284,3.660902783,3.241506604,2.799659286,0.010702244,0.018333532,1.400199288
O43815,STRN_HUMAN,STRN,reviewed,O43815,65.94162648,66.44390653,68.62183962,69.32313719,67.46366525,65.17663664,0.838565786,0.853422266,0.006845731
Q02878,RL6_HUMAN,RPL6 TXREB1,reviewed,Q02878,844.1086614,869.033132,818.7919195,796.0315737,757.8923514,802.4988855,0.043743918,0.058772364,-0.103641211
Q96QD9,UIF_HUMAN,FYTTD1 UIF,reviewed,Q96QD9,191.0952355,178.202325,191.2519981,123.6917109,124.9156273,130.611922,0.001251157,0.004406139,-0.563809689
Q8NC60,NOA1_HUMAN,NOA1 C4orf14,reviewed,Q8NC60,137.1851082,130.3637447,136.2479403,120.2167384,117.9376809,119.1404247,0.012515322,0.0207341,-0.176514358
P06493,CDK1_HUMAN,CDK1 CDC2 CDC28A CDKN1 P34CDC2,reviewed,P06493,191.1650385,221.0443856,192.1439558,299.6682943,315.6023706,310.1596145,0.00268684,0.007061914,0.614731929
Q9BZF9,UACA_HUMAN,UACA KIAA1561,reviewed,Q9BZF9,131.1249385,129.8449944,125.9876219,190.0848436,192.4953879,195.3252648,7.96E-06,0.000416292,0.578658264
P23443,KS6B1_HUMAN,RPS6KB1 STK14A,reviewed,P23443,94.64969733,109.4072669,97.65814796,45.11373455,44.24457931,40.55668869,0.003377946,0.008140794,-1.215618917
